Unnamed: 0,Unsaturated_SMILES,Saturated_SMILES,nH2,pH2
524,CC1=CN=CN=C1,CC1CNCNC1,3,6.0409063628050585
525,CC1=NC=CC=C1,CC1NCCCC1,3,6.101571495662345
526,CC1=NC=CC=N1,CC1NCCCN1,3,6.0409063628050585
527,CC1=NC=CN=C1,CC1NCCNC1,3,6.0409063628050585
528,CC1=NC=NC=C1,CC1NCNCC1,3,6.0409063628050585
529,NC1=CC=CC=C1,NC1CCCCC1,3,6.101571495662345
530,NC1=CN=CC=C1,NC1CNCCC1,3,6.0409063628050585
531,NC1=CN=CC=N1,NC1CNCCN1,3,5.981435685327028
532,NC1=CN=CN=C1,NC1CNCNC1,3,5.981435685327028
533,NC1=NC=CC=C1,NC1NCCCC1,3,6.0409063628050585
534,NC1=NC=CC=N1,NC1NCCCN1,3,5.981435685327028
535,NC1=NC=CN=C1,NC1NCCNC1,3,5.981435685327028
536,NC1=NC=NC=C1,NC1NCNCC1,3,5.981435685327028
537,NC1=NC=NC=N1,NC1NCNCN1,3,5.923124530106833
538,OC1=CC=NC=C1,OC1CCNCC1,3,5.982100396829104
539,OC1=CN=CC=C1,OC1CNCCC1,3,5.982100396829104
540,OC1=CN=CC=N1,OC1CNCCN1,3,5.923776343943716
541,OC1=CN=CN=C1,OC1CNCNC1,3,5.923776343943716
542,OC1=NC=CC=C1,OC1NCCCC1,3,5.982100396829104
543,OC1=NC=CC=N1,OC1NCCCN1,3,5.923776343943716
544,OC1=NC=CN=C1,OC1NCCNC1,3,5.923776343943716
545,OC1=NC=NC=C1,OC1NCNCC1,3,5.923776343943716
546,OC1=NC=NC=N1,OC1NCNCN1,3,5.866578601029855
591,C#CC1=CC=CN1,CCC1CCCN1,4,8.135428660883125
592,C#CC1=CN=CN1,CCC1CNCN1,4,8.05454181707341
593,C#CC1=CN=CO1,CCC1CNCO1,4,7.976133862438806
594,C#CC1=NC=CN1,CCC1NCCN1,4,8.05454181707341
595,C#CC1=NC=CO1,CCC1NCCO1,4,7.976133862438806
596,N#CC1=CC=CN1,NCC1CCCN1,4,8.05454181707341
597,N#CC1=CC=CO1,NCC1CCCO1,4,7.976133862438806
598,N#CC1=CN=CN1,NCC1CNCN1,4,7.975247580436037
599,N#CC1=CN=CO1,NCC1CNCO1,4,7.898368458591623
600,N#CC1=NC=CN1,NCC1NCCN1,4,7.975247580436037
601,N#CC1=NC=CO1,NCC1NCCO1,4,7.898368458591623
602,C#CC1=CNC=C1,CCC1CNCC1,4,8.135428660883125
603,C#CC1=CNC=N1,CCC1CNCN1,4,8.05454181707341
604,C#CC1=COC=C1,CCC1COCC1,4,8.055445811480313
605,C#CC1=COC=N1,CCC1COCN1,4,7.976133862438806
606,N#CC1=CNC=C1,NCC1CNCC1,4,8.05454181707341
607,N#CC1=CNC=N1,NCC1CNCN1,4,7.975247580436037
608,N#CC1=COC=C1,NCC1COCC1,4,7.976133862438806
609,N#CC1=COC=N1,NCC1COCN1,4,7.898368458591623
610,O=CC1=CC=CN1,OCC1CCCN1,3,5.982100396829104
611,O=CC1=CN=CN1,OCC1CNCN1,3,5.923776343943716
612,O=CC1=CN=CO1,OCC1CNCO1,3,5.867218028337961
613,O=CC1=NC=CN1,OCC1NCCN1,3,5.923776343943716
614,O=CC1=NC=CO1,OCC1NCCO1,3,5.867218028337961
615,O=CC1=CNC=C1,OCC1CNCC1,3,5.982100396829104
616,O=CC1=CNC=N1,OCC1CNCN1,3,5.923776343943716
617,O=CC1=COC=C1,OCC1COCC1,3,5.924428301254889
618,O=CC1=COC=N1,OCC1COCN1,3,5.867218028337961
619,O=CN1C=CC=C1,OCN1CCCC1,3,5.982100396829104
620,O=CN1C=CN=C1,OCN1CCNC1,3,5.923776343943716
689,CC(C)(C#C)C#C,CC(C)(CC)CC,4,8.052518461657106
690,CC(C)(C#C)C#N,CC(C)(CC)CN,4,7.973263862513437
691,CC(C)(C#N)C#N,CC(C)(CN)CN,4,7.8955541396073246
692,CC(N)(C#C)C#N,CC(N)(CC)CN,4,7.8955541396073246
693,CC(N)(C#N)C#N,CC(N)(CN)CN,4,7.819344558508927
694,CC(O)(C#C)C#C,CC(O)(CC)CC,4,7.896422796623467
695,CC(O)(C#C)C#N,CC(O)(CC)CN,4,7.820196526621524
696,CC(O)(C#N)C#N,CC(O)(CN)CN,4,7.745427851000033
697,CC(C)(C=O)C#C,CC(C)(CO)CC,3,5.9223170974676
698,CC(C)(C=O)C#N,CC(C)(CO)CN,3,5.865147394966144
699,CC(O)(C=O)C#C,CC(O)(CO)CC,3,5.809697840233493
700,CC(O)(C=O)C#N,CC(O)(CO)CN,3,5.7546716508152
714,CC#CCC(N)=O,CCCCC(N)O,3,5.865147394966144
715,CC(=O)C#CC#C,CC(O)CCCC,5,9.870528495779334
716,CC(=O)C#CC#N,CC(O)CCCN,5,9.775245658276903
717,NC(=O)C#CC#C,NC(O)CCCC,5,9.775245658276903
718,NC(=O)C#CC#N,NC(O)CCCN,5,9.681784813750042
719,NC(=O)C#CC=O,NC(O)CCCO,4,7.672895534420267
720,CC(=N)OCC#C,CC(N)OCCC,3,5.865147394966144
721,CC(=N)OCC#N,CC(N)OCCN,3,5.809070888250025
722,CC(=O)CCC#C,CC(O)CCCC,3,5.9223170974676
723,CC(=O)CCC#N,CC(O)CCCN,3,5.865147394966144
724,CC(=O)NCC#C,CC(O)NCCC,3,5.865147394966144
725,CC(=O)NCC#N,CC(O)NCCN,3,5.809070888250025
726,CC(=O)OCC#C,CC(O)OCCC,3,5.809697840233493
727,CC(=O)OCC#N,CC(O)OCCN,3,5.7546716508152
728,NC(=O)CCC#C,NC(O)CCCC,3,5.865147394966144
729,NC(=O)NCC#C,NC(O)NCCC,3,5.809070888250025
730,NC(=O)NCC#N,NC(O)NCCN,3,5.754056518233243
731,NC(=O)OCC#C,NC(O)OCCC,3,5.7546716508152
732,NC(=O)OCC#N,NC(O)OCCN,3,5.700678035651582
745,CC(C)C#CC#C,CC(C)CCCC,4,8.052518461657106
746,CC(C)C#CC#N,CC(C)CCCN,4,7.973263862513437
747,CC(O)C#CC#C,CC(O)CCCC,4,7.896422796623467
748,CC(O)C#CC#N,CC(O)CCCN,4,7.820196526621524
767,CCC#CC(N)=O,CCCCC(N)O,3,5.865147394966144
768,NC(=O)C#CCO,NC(O)CCCO,3,5.7546716508152
803,O=C(CC#C)C#C,OC(CCC)CC,5,9.870528495779334
804,O=C(CC#C)C#N,OC(CCC)CN,5,9.775245658276903
805,O=C(CC#N)C#C,OC(CCN)CC,5,9.775245658276903
806,O=C(CC#N)C#N,OC(CCN)CN,5,9.681784813750042
807,O=CC(=O)CC#C,OCC(O)CCC,4,7.746263786977991
808,O=CC(=O)CC#N,OCC(O)CCN,4,7.672895534420267
809,N=C(NC=O)C#C,NC(NCO)CC,4,7.745427851000033
810,N=C(OC=O)C#C,NC(OCO)CC,4,7.672895534420267
811,N=C(OC=O)C#N,NC(OCO)CN,4,7.600904047535442
812,N=CNC(=N)C#N,NCNC(N)CN,4,7.74459209542222
813,N=CNC(=O)C#C,NCNC(O)CC,4,7.745427851000033
814,N=COC(=O)C#C,NCOC(O)CC,4,7.672895534420267
815,N=COC(=O)C#N,NCOC(O)CN,4,7.600904047535442
816,O=CNC(=O)C#C,OCNC(O)CC,4,7.672895534420267
817,N=C(NC=O)C=O,NC(NCO)CO,3,5.700678035651582
818,N=C(OC=O)C=O,NC(OCO)CO,3,5.648280799490181
819,N=CNC(=N)C=O,NCNC(N)CO,3,5.754056518233243
820,N=CNC(=O)C=O,NCNC(O)CO,3,5.700678035651582
821,N=COC(=O)C=O,NCOC(O)CO,3,5.648280799490181
822,O=CNC(=O)C=O,OCNC(O)CO,3,5.648280799490181
823,CC#CC(=O)C#N,CCCC(O)CN,5,9.775245658276903
824,CC#CC(C)C#N,CCCC(C)CN,4,7.973263862513437
825,CC#CC(N)C#N,CCCC(N)CN,4,7.8955541396073246
826,CC#CC(O)C#N,CCCC(O)CN,4,7.820196526621524
827,CC(CC#C)C#C,CC(CCC)CC,4,8.052518461657106
828,CC(CC#C)C#N,CC(CCC)CN,4,7.973263862513437
829,CC(CC#N)C#C,CC(CCN)CC,4,7.973263862513437
830,CC(CC#N)C#N,CC(CCN)CN,4,7.8955541396073246
831,NC(CC#C)C#N,NC(CCC)CN,4,7.8955541396073246
832,NC(CC#N)C#C,NC(CCN)CC,4,7.8955541396073246
833,NC(CC#N)C#N,NC(CCN)CN,4,7.819344558508927
834,OC(CC#C)C#C,OC(CCC)CC,4,7.896422796623467
835,OC(CC#C)C#N,OC(CCC)CN,4,7.820196526621524
836,OC(CC#N)C#C,OC(CCN)CC,4,7.820196526621524
837,OC(CC#N)C#N,OC(CCN)CN,4,7.745427851000033
838,CC(CC#C)C=O,CC(CCC)CO,3,5.9223170974676
839,CC(CC#N)C=O,CC(CCN)CO,3,5.865147394966144
840,CN(CC#C)C=O,CN(CCC)CO,3,5.865147394966144
841,CN(CC#N)C=O,CN(CCN)CO,3,5.809070888250025
842,OC(CC#C)C=O,OC(CCC)CO,3,5.809697840233493
843,OC(CC#N)C=O,OC(CCN)CO,3,5.7546716508152
844,CC(CC=O)C#C,CC(CCO)CC,3,5.9223170974676
845,CC(CC=O)C#N,CC(CCO)CN,3,5.865147394966144
846,CC(NC=O)C#C,CC(NCO)CC,3,5.865147394966144
847,CC(NC=O)C#N,CC(NCO)CN,3,5.809070888250025
848,CC(OC=N)C#C,CC(OCN)CC,3,5.865147394966144
849,CC(OC=N)C#N,CC(OCN)CN,3,5.809070888250025
850,CC(OC=O)C#C,CC(OCO)CC,3,5.809697840233493
851,CC(OC=O)C#N,CC(OCO)CN,3,5.7546716508152
852,OC(CC=O)C#C,OC(CCO)CC,3,5.809697840233493
853,OC(CC=O)C#N,OC(CCO)CN,3,5.7546716508152
864,COC(=O)C#CC,COC(O)CCC,3,5.809697840233493
865,CCC(=O)CC#C,CCC(O)CCC,3,5.9223170974676
866,CCC(=O)CC#N,CCC(O)CCN,3,5.865147394966144
867,CNC(=O)CC#C,CNC(O)CCC,3,5.865147394966144
868,CNC(=O)CC#N,CNC(O)CCN,3,5.809070888250025
869,COC(=O)CC#C,COC(O)CCC,3,5.809697840233493
870,COC(=O)CC#N,COC(O)CCN,3,5.7546716508152
871,OCC(=O)CC#C,OCC(O)CCC,3,5.809697840233493
872,OCC(=O)CC#N,OCC(O)CCN,3,5.7546716508152
911,CCN=C(N)C#N,CCNC(N)CN,3,5.864508418881695
913,CCCC(=O)C#N,CCCC(O)CN,3,5.865147394966144
914,CCNC(=N)C#N,CCNC(N)CN,3,5.864508418881695
915,CCNC(=O)C#C,CCNC(O)CC,3,5.865147394966144
916,CCOC(=N)C#C,CCOC(N)CC,3,5.865147394966144
917,CCOC(=N)C#N,CCOC(N)CN,3,5.809070888250025
918,CCOC(=O)C#C,CCOC(O)CC,3,5.809697840233493
919,CCOC(=O)C#N,CCOC(O)CN,3,5.7546716508152
920,CNCC(=O)C#N,CNCC(O)CN,3,5.809070888250025
921,COCC(=O)C#C,COCC(O)CC,3,5.809697840233493
922,COCC(=O)C#N,COCC(O)CN,3,5.7546716508152
923,OCCC(=O)C#C,OCCC(O)CC,3,5.809697840233493
924,OCCC(=O)C#N,OCCC(O)CN,3,5.7546716508152
968,CC(=O)C(=O)C#C,CC(O)C(O)CC,4,7.746263786977991
969,CC(=O)C(=O)C#N,CC(O)C(O)CN,4,7.672895534420267
970,NC(=O)C(=O)C#C,NC(O)C(O)CC,4,7.672895534420267
971,NC(=O)C(=O)C=O,NC(O)C(O)CO,3,5.648280799490181
972,CC(=O)C(O)C#C,CC(O)C(O)CC,3,5.809697840233493
973,CC(=O)C(O)C#N,CC(O)C(O)CN,3,5.7546716508152
974,CC(C#C)C(C)=O,CC(CC)C(C)O,3,5.9223170974676
975,CC(C#C)C(N)=O,CC(CC)C(N)O,3,5.865147394966144
976,CC(C#N)C(C)=O,CC(CN)C(C)O,3,5.865147394966144
977,CC(C#N)C(N)=O,CC(CN)C(N)O,3,5.809070888250025
978,NC(=O)C(O)C#C,NC(O)C(O)CC,3,5.7546716508152
979,NC(=O)C(O)C#N,NC(O)C(O)CN,3,5.700678035651582
980,NC(C#C)C(N)=O,NC(CC)C(N)O,3,5.809070888250025
981,NC(C#N)C(N)=O,NC(CN)C(N)O,3,5.754056518233243
982,CC(C)C(=O)C#C,CC(C)C(O)CC,3,5.9223170974676
983,CC(C)C(=O)C#N,CC(C)C(O)CN,3,5.865147394966144
984,CC(O)C(=O)C#C,CC(O)C(O)CC,3,5.809697840233493
985,CC(O)C(=O)C#N,CC(O)C(O)CN,3,5.7546716508152
986,CN(C)C(=N)C#N,CN(C)C(N)CN,3,5.864508418881695
987,CN(C)C(=O)C#C,CN(C)C(O)CC,3,5.865147394966144
988,CN(C)C(=O)C#N,CN(C)C(O)CN,3,5.809070888250025
1097,N=C1NC(=O)C=C1,NC1NC(O)CC1,3,5.923776343943716
1098,N=C1OC(=O)C=C1,NC1OC(O)CC1,3,5.867218028337961
1099,O=C1CC(=O)C=C1,OC1CC(O)CC1,3,5.924428301254889
1100,O=C1NC(=O)C=C1,OC1NC(O)CC1,3,5.867218028337961
1164,N=C1CC(O1)C#C,NC1CC(O1)CC,3,5.982100396829104
1165,N=C1CC(O1)C#N,NC1CC(O1)CN,3,5.923776343943716
1166,O=C1CC(C1)C#C,OC1CC(C1)CC,3,6.041584358610234
1167,O=C1CC(C1)C#N,OC1CC(C1)CN,3,5.982100396829104
1168,O=C1CC(N1)C#C,OC1CC(N1)CC,3,5.982100396829104
1169,O=C1CC(O1)C#C,OC1CC(O1)CC,3,5.924428301254889
1170,O=C1CC(O1)C#N,OC1CC(O1)CN,3,5.867218028337961
1250,N=C1NC=CC1=O,NC1NCCC1O,3,5.923776343943716
1251,O=C1NC=CC1=O,OC1NCCC1O,3,5.867218028337961
1379,C#CC(C#C)C#N,CCC(CC)CN,6,11.959895793770157
1380,O=CC(C#C)C#C,OCC(CC)CC,5,9.870528495779334
1381,O=CC(C#C)C#N,OCC(CC)CN,5,9.775245658276903
1382,O=CC(C#N)C#N,OCC(CN)CN,5,9.681784813750042
1383,O=CC(C=O)C#C,OCC(CO)CC,4,7.746263786977991
1384,N=CN(C=N)C=N,NCN(CN)CN,3,5.808444071566665
1385,N=CN(C=N)C=O,NCN(CN)CO,3,5.754056518233243
1386,N=CN(C=O)C=O,NCN(CO)CO,3,5.700678035651582
1387,O=CN(C=O)C=O,OCN(CO)CO,3,5.648280799490181
1388,CNC(=NC)C#N,CNC(NC)CN,3,5.864508418881695
1389,CCC(C#C)C#N,CCC(CC)CN,4,7.973263862513437
1390,CCC(C#N)C#N,CCC(CN)CN,4,7.8955541396073246
1391,CNC(C#C)C#N,CNC(CC)CN,4,7.8955541396073246
1392,CNC(C#N)C#N,CNC(CN)CN,4,7.819344558508927
1393,COC(C#C)C#C,COC(CC)CC,4,7.896422796623467
1394,COC(C#C)C#N,COC(CC)CN,4,7.820196526621524
1395,COC(C#N)C#N,COC(CN)CN,4,7.745427851000033
1396,OCC(C#C)C#C,OCC(CC)CC,4,7.896422796623467
1397,OCC(C#C)C#N,OCC(CC)CN,4,7.820196526621524
1399,CCC(C=O)C#C,CCC(CO)CC,3,5.9223170974676
1400,CCC(C=O)C#N,CCC(CO)CN,3,5.865147394966144
1401,CNC(C=O)C#C,CNC(CO)CC,3,5.865147394966144
1402,CNC(C=O)C#N,CNC(CO)CN,3,5.809070888250025
1403,COC(C=O)C#C,COC(CO)CC,3,5.809697840233493
1404,COC(C=O)C#N,COC(CO)CN,3,5.7546716508152
1405,OCC(C=O)C#C,OCC(CO)CC,3,5.809697840233493
1406,OCC(C=O)C#N,OCC(CO)CN,3,5.7546716508152
1425,C#CC1(CC1)C#C,CCC1(CC1)CC,4,8.21795657933764
1426,C#CC1(CC1)C#N,CCC1(CC1)CN,4,8.135428660883125
1427,C#CC1(CN1)C#C,CCC1(CN1)CC,4,8.135428660883125
1428,C#CC1(CN1)C#N,CCC1(CN1)CN,4,8.05454181707341
1429,C#CC1(CO1)C#C,CCC1(CO1)CC,4,8.055445811480313
1430,C#CC1(CO1)C#N,CCC1(CO1)CN,4,7.976133862438806
1431,N#CC1(CC1)C#N,NCC1(CC1)CN,4,8.05454181707341
1432,N#CC1(CN1)C#N,NCC1(CN1)CN,4,7.975247580436037
1433,N#CC1(CO1)C#N,NCC1(CO1)CN,4,7.898368458591623
1434,O=CC1(CC1)C#C,OCC1(CC1)CC,3,6.041584358610234
1435,O=CC1(CC1)C#N,OCC1(CC1)CN,3,5.982100396829104
1436,O=CC1(CN1)C#C,OCC1(CN1)CC,3,5.982100396829104
1437,O=CC1(CN1)C#N,OCC1(CN1)CN,3,5.923776343943716
1438,O=CC1(CO1)C#C,OCC1(CO1)CC,3,5.924428301254889
1439,O=CC1(CO1)C#N,OCC1(CO1)CN,3,5.867218028337961
1467,C#CC#CCC#N,CCCCCCN,6,11.959895793770157
1468,C#CCC#CC#N,CCCCCCN,6,11.959895793770157
1469,N#CCC#CC#N,NCCCCCN,6,11.843331209410987
1470,C#CCCCC#N,CCCCCCN,4,7.973263862513437
1471,C#CCNCC#N,CCCNCCN,4,7.8955541396073246
1472,C#CCOCC#N,CCCOCCN,4,7.820196526621524
1473,N#CCCCC#N,NCCCCCN,4,7.8955541396073246
1474,N#CCNCC#N,NCCNCCN,4,7.819344558508927
1475,N#CCOCC#N,NCCOCCN,4,7.745427851000033
1476,O=CC#CCC#C,OCCCCCC,5,9.870528495779334
1477,O=CC#CCC#N,OCCCCCN,5,9.775245658276903
1478,O=CCC#CC#C,OCCCCCC,5,9.870528495779334
1479,O=CCC#CC#N,OCCCCCN,5,9.775245658276903
1480,O=CCCCC#C,OCCCCCC,3,5.9223170974676
1481,O=CCCCC#N,OCCCCCN,3,5.865147394966144
1482,O=CCNCC#C,OCCNCCC,3,5.865147394966144
1483,O=CCNCC#N,OCCNCCN,3,5.809070888250025
1484,O=CCOCC#C,OCCOCCC,3,5.809697840233493
1485,O=CCOCC#N,OCCOCCN,3,5.7546716508152
1486,O=CNCCC#C,OCNCCCC,3,5.865147394966144
1487,O=CNCCC#N,OCNCCCN,3,5.809070888250025
1488,O=COCCC#C,OCOCCCC,3,5.809697840233493
1489,O=COCCC#N,OCOCCCN,3,5.7546716508152
1494,CC#CC#CC#N,CCCCCCN,6,11.959895793770157
1495,CC#CCNC=O,CCCCNCO,3,5.865147394966144
1496,CC#CCOC=N,CCCCOCN,3,5.865147394966144
1497,CC#CCOC=O,CCCCOCO,3,5.809697840233493
1498,CN=COCC#C,CNCOCCC,3,5.865147394966144
1499,CN=COCC#N,CNCOCCN,3,5.809070888250025
1501,CCC#CCC#N,CCCCCCN,4,7.973263862513437
1502,OCC#CCC#C,OCCCCCC,4,7.896422796623467
1503,OCC#CCC#N,OCCCCCN,4,7.820196526621524
1504,COC=NCC#C,COCNCCC,3,5.865147394966144
1505,COC=NCC#N,COCNCCN,3,5.809070888250025
1509,CCCC#CC#N,CCCCCCN,4,7.973263862513437
1510,COCC#CC#C,COCCCCC,4,7.896422796623467
1511,COCC#CC#N,COCCCCN,4,7.820196526621524
1512,OCCC#CC#C,OCCCCCC,4,7.896422796623467
1513,OCCC#CC#N,OCCCCCN,4,7.820196526621524
1540,N=C1OCC1C#C,NC1OCC1CC,3,5.982100396829104
1541,N=C1OCC1C#N,NC1OCC1CN,3,5.923776343943716
1542,O=C1CCC1C#C,OC1CCC1CC,3,6.041584358610234
1543,O=C1CCC1C#N,OC1CCC1CN,3,5.982100396829104
1544,O=C1CNC1C#C,OC1CNC1CC,3,5.982100396829104
1545,O=C1CNC1C#N,OC1CNC1CN,3,5.923776343943716
1546,O=C1COC1C#C,OC1COC1CC,3,5.924428301254889
1547,O=C1COC1C#N,OC1COC1CN,3,5.867218028337961
1548,O=C1NCC1C#C,OC1NCC1CC,3,5.982100396829104
1549,O=C1NCC1C#N,OC1NCC1CN,3,5.923776343943716
1550,O=C1OCC1C#C,OC1OCC1CC,3,5.924428301254889
1551,O=C1OCC1C#N,OC1OCC1CN,3,5.867218028337961
1595,C#CC1CC1C#N,CCC1CC1CN,4,8.135428660883125
1596,C#CC1NC1C#C,CCC1NC1CC,4,8.135428660883125
